"trip_id","driver_id","driver_name","rider_id","city","pickup_lat","pickup_lng","drop_lat","drop_lng","distance_km","fare_amount","status","payment_method","pickup_date","pickup_time","drop_date","drop_time"
"27784","1365","Nichole Hicks","30804","Chicago","39.1881","-111.374","39.1591","-111.361","6.85","18.24","Completed","Cash","2023-01-20","07:03:00","2023-01-20","07:23:33"
"27785","9051","Adam Hunt","53959","New York","37.912","-95.3607","37.9546","-95.377","10.44","27.07","Completed","UPI","2023-01-20","07:04:00","2023-01-20","07:35:19"
"27786","1656","Elizabeth Smith","33162","New York","37.9728","-92.4503","37.9413","-92.4329","8.12","14.24","Cancelled","Wallet","2023-01-20","07:05:00","2023-01-20","07:29:21"
"27787","9352","Jose Copeland","60592","New York","37.7959","-113.872","37.761","-113.848","6.8","17.65","No-Show","Cash","2023-01-20","07:06:00","2023-01-20","07:26:24"
"27788","9366","Erica Hopkins","41181","Chicago","38.7876","-85.4213","38.8303","-85.3795","9.59","28.12","Cancelled","Cash","2023-01-20","07:07:00","2023-01-20","07:35:46"
"27789","4470","Amber Johnson","28810","Los Angeles","39.2016","-119.385","39.1524","-119.425","2.2","9.46","Completed","Cash","2023-01-20","07:08:00","2023-01-20","07:14:36"
"27790","5060","Randy Williams","68977","Seattle","37.0327","-86.0448","37.0386","-86.0125","11.4","26.89","Completed","Cash","2023-01-20","07:09:00","2023-01-20","07:43:12"
"27791","6599","Alison Turner","83916","Seattle","38.3103","-108.798","38.3518","-108.771","9.53","22.85","Completed","Card","2023-01-20","07:10:00","2023-01-20","07:38:35"
"27792","1544","William Mitchell","66963","Los Angeles","40.4147","-114.847","40.374","-114.894","5.33","11.62","Completed","Wallet","2023-01-20","07:11:00","2023-01-20","07:26:59"
"27793","7426","Timothy Gillespie","88272","Seattle","38.606","-112.883","38.6269","-112.851","5.37","9.61","Completed","Cash","2023-01-20","07:12:00","2023-01-20","07:28:06"
"27794","2761","Gina Stafford","27025","Boston","39.0917","-100.948","39.0981","-100.992","5.57","16.79","Completed","Cash","2023-01-20","07:13:00","2023-01-20","07:29:42"
"27795","1956","Bill Moran","14793","San Francisco","38.8392","-99.757","38.8578","-99.7699","7.08","13.13","Completed","Cash","2023-01-20","07:14:00","2023-01-20","07:35:14"
"27796","9643","Melissa Robbins","79659","Chicago","37.5813","-98.7897","37.6243","-98.8264","11.46","23.56","Completed","Card","2023-01-20","07:15:00","2023-01-20","07:49:22"
"27797","9176","David Harris","16816","Boston","37.4072","-98.9815","37.419","-98.9919","4.78","14.39","Completed","Cash","2023-01-20","07:16:00","2023-01-20","07:30:20"
"27798","8791","Jason White","66598","Chicago","37.9101","-88.7466","37.9553","-88.7562","6.38","11.88","Completed","UPI","2023-01-20","07:17:00","2023-01-20","07:36:08"
"27799","9273","Rhonda Smith","13667","New York","39.6366","-114.775","39.6647","-114.819","16.22","23.66","Completed","Wallet","2023-01-20","07:18:00","2023-01-20","08:06:39"
"27800","2236","Regina Valencia","65158","Seattle","40.4908","-103.452","40.512","-103.481","1.87","5.98","Completed","Cash","2023-01-20","07:19:00","2023-01-20","07:24:36"
"27801","5911","Troy Mcmahon","86847","Chicago","38.048","-106.236","38.08","-106.215","10.2","16.55","Completed","Card","2023-01-20","07:20:00","2023-01-20","07:50:36"
"27802","7277","Briana Costa","75526","New York","38.3295","-116.524","38.3544","-116.498","11.05","28.4","Completed","Wallet","2023-01-20","07:21:00","2023-01-20","07:54:09"
"27803","1446","Claire Reynolds","95374","New York","38.4161","-75.7201","38.3829","-75.7493","2.77","7.41","Completed","UPI","2023-01-20","07:22:00","2023-01-20","07:30:18"
"27804","3165","Susan Williams","76554","Seattle","39.9749","-116.241","40.0187","-116.287","6.88","16.02","Completed","Cash","2023-01-20","07:23:00","2023-01-20","07:43:38"
"27805","2619","Chelsea Parker","35132","Los Angeles","38.575","-73.5651","38.5733","-73.5156","6.67","17.24","Completed","Card","2023-01-20","07:24:00","2023-01-20","07:44:00"
"27806","2793","Jasmine Atkinson","74415","New York","39.0774","-109.387","39.0694","-109.37","10.65","28.64","Completed","Cash","2023-01-20","07:25:00","2023-01-20","07:56:57"
"27807","7005","Leon Hodges","51774","Boston","39.7275","-103.997","39.7035","-103.968","6.06","10.71","Completed","Wallet","2023-01-20","07:26:00","2023-01-20","07:44:10"
"27808","1645","Michael Garcia","68172","San Francisco","40.6258","-76.4953","40.5969","-76.4662","7.69","15.35","Completed","Wallet","2023-01-20","07:27:00","2023-01-20","07:50:04"
"27809","1378","Scott Obrien","64449","Los Angeles","37.3849","-89.6034","37.3743","-89.5831","9.77","21.41","Cancelled","UPI","2023-01-20","07:28:00","2023-01-20","07:57:18"
"27810","3655","Lori Reynolds","52894","Los Angeles","40.7497","-96.6139","40.7607","-96.5769","6.4","18.91","Completed","Card","2023-01-20","07:29:00","2023-01-20","07:48:12"
"27811","8109","Kimberly Hunt","13492","Seattle","39.0199","-90.3534","39.0607","-90.3977","8.19","13.82","Completed","Wallet","2023-01-20","07:30:00","2023-01-20","07:54:34"
"27812","4584","Timothy Robertson Jr.","77130","Los Angeles","37.4133","-118.049","37.3659","-118.058","11.55","29.12","Completed","Card","2023-01-20","07:31:00","2023-01-20","08:05:39"
"27813","2140","Ashley Ford","11944","San Francisco","39.0914","-118.779","39.0853","-118.785","1.7","5.74","Completed","Cash","2023-01-20","07:32:00","2023-01-20","07:37:06"
"27814","4735","Kevin Hayes","60707","Seattle","38.8373","-75.9562","38.8254","-75.964","5.55","9.99","Completed","UPI","2023-01-20","07:33:00","2023-01-20","07:49:39"
"27815","1661","Nancy Mercer","18879","Chicago","37.7293","-92.9058","37.7378","-92.9406","4.73","12.81","Cancelled","Wallet","2023-01-20","07:34:00","2023-01-20","07:48:11"
"27816","6436","John Bishop","20325","Los Angeles","38.2346","-84.3714","38.2279","-84.3965","14.06","34.49","Completed","Card","2023-01-20","07:35:00","2023-01-20","08:17:10"
"27817","9203","Audrey Murphy","78494","New York","38.3506","-77.2534","38.3936","-77.2476","10.23","20.01","Completed","Wallet","2023-01-20","07:36:00","2023-01-20","08:06:41"
"27818","6209","Melissa Chavez","51533","Chicago","38.7516","-82.4267","38.7354","-82.4263","7.66","20.02","Completed","Card","2023-01-20","07:37:00","2023-01-20","07:59:58"
"27819","1387","Michael Hartman","56093","Los Angeles","40.2836","-110.73","40.3124","-110.703","2.36","8.8","Completed","Cash","2023-01-20","07:38:00","2023-01-20","07:45:04"
"27820","4023","David Lewis","47992","Los Angeles","38.693","-120.407","38.6712","-120.433","5.91","11.62","Completed","Cash","2023-01-20","07:39:00","2023-01-20","07:56:43"
"27821","5735","Erin Garcia","90049","Boston","40.3658","-105.531","40.3511","-105.488","4.97","13.08","Cancelled","Wallet","2023-01-20","07:40:00","2023-01-20","07:54:54"
"27822","9291","Garrett Nelson","85984","Boston","38.6578","-114.184","38.661","-114.201","11.45","25.29","Completed","Card","2023-01-20","07:41:00","2023-01-20","08:15:21"
"27823","7471","Timothy Ortiz","76446","Boston","38.0201","-109.14","38.043","-109.117","4.41","11.34","Completed","UPI","2023-01-20","07:42:00","2023-01-20","07:55:13"
"27824","3771","Crystal Garcia","21326","Seattle","38.5697","-76.5891","38.5302","-76.5883","7.75","17.13","Completed","Wallet","2023-01-20","07:43:00","2023-01-20","08:06:15"
"27825","5169","Rachel Donovan","15290","Los Angeles","37.146","-119.344","37.1544","-119.37","5.36","9.51","Completed","Cash","2023-01-20","07:44:00","2023-01-20","08:00:04"
"27826","8263","Charlene Dillon","68138","Los Angeles","39.1141","-93.4684","39.0851","-93.5116","6.99","13","Completed","UPI","2023-01-20","07:45:00","2023-01-20","08:05:58"
"27827","7235","Grant Hull","41101","Boston","37.0458","-77.557","37.0048","-77.5947","6.51","12.71","Completed","UPI","2023-01-20","07:46:00","2023-01-20","08:05:31"
"27828","5019","Nathan Marsh","57932","New York","40.2518","-86.081","40.2473","-86.0828","2.87","7.85","Completed","Wallet","2023-01-20","07:47:00","2023-01-20","07:55:36"
"27829","5270","Nicholas Walker","27717","Boston","39.1873","-110.222","39.1558","-110.232","3.93","12.85","Completed","Wallet","2023-01-20","07:48:00","2023-01-20","07:59:47"
"27830","6856","Gene Gonzalez","91594","Los Angeles","40.124","-108.806","40.091","-108.809","6.5","15.76","Completed","Wallet","2023-01-20","07:49:00","2023-01-20","08:08:30"
"27831","1034","Daniel Kemp","61947","Los Angeles","39.676","-111.813","39.6577","-111.861","7.49","12.21","Cancelled","Wallet","2023-01-20","07:50:00","2023-01-20","08:12:28"
"27832","8618","Stephanie Owens","55684","San Francisco","38.6639","-107.706","38.6364","-107.718","6.94","17.81","Completed","Card","2023-01-20","07:51:00","2023-01-20","08:11:49"
"27833","4380","Louis Waters","74080","New York","37.6023","-100.782","37.5565","-100.749","4.43","11.27","Completed","UPI","2023-01-20","07:52:00","2023-01-20","08:05:17"
"27834","6476","Terri Torres","57607","Chicago","38.5487","-75.4631","38.5029","-75.4804","8.8","22.1","Completed","UPI","2023-01-20","07:53:00","2023-01-20","08:19:24"
"27835","8543","Gary Snyder","70680","New York","40.571","-100.013","40.5349","-100.048","5.18","14.54","Completed","UPI","2023-01-20","07:54:00","2023-01-20","08:09:32"
"27836","4176","Emily Warren","71945","Boston","37.0983","-118.973","37.0662","-118.951","7.92","20.45","Completed","UPI","2023-01-20","07:55:00","2023-01-20","08:18:45"
"27837","9367","Anthony Malone","97101","Seattle","40.4777","-118.042","40.4627","-118.027","5.34","14.02","Completed","Wallet","2023-01-20","07:56:00","2023-01-20","08:12:01"
"27838","3153","Donald Soto","46606","Boston","40.0721","-76.0782","40.032","-76.1205","8.52","24.51","Completed","UPI","2023-01-20","07:57:00","2023-01-20","08:22:33"
"27839","5687","Robert Sampson","62329","New York","38.249","-104.014","38.2449","-104.036","12.19","23.9","Cancelled","Card","2023-01-20","07:58:00","2023-01-20","08:34:34"
"27840","2586","Heather Clayton","69203","Seattle","38.9983","-90.7945","39.0482","-90.7816","3.78","8.67","Completed","Wallet","2023-01-20","07:59:00","2023-01-20","08:10:20"
"27841","9056","Courtney Moran","30879","San Francisco","38.2239","-114.983","38.2453","-115.008","6.6","16.96","Completed","UPI","2023-01-20","08:00:00","2023-01-20","08:19:48"
"27842","6422","Keith Wagner","70380","San Francisco","40.7619","-105.631","40.7259","-105.606","6","16.02","Completed","Card","2023-01-20","08:01:00","2023-01-20","08:19:00"
"27843","4658","Francis Sullivan","40559","Chicago","38.1217","-96.7444","38.1487","-96.7078","11.14","22.46","Completed","Cash","2023-01-20","08:02:00","2023-01-20","08:35:25"
"27844","1952","Mr. Kenneth Gilmore","88367","Boston","39.2161","-107.069","39.2589","-107.115","4.6","10.81","Completed","Wallet","2023-01-20","08:03:00","2023-01-20","08:16:48"
"27845","7270","Jeffery Grimes","18549","Los Angeles","39.3775","-117.389","39.4059","-117.376","8.32","15.72","Completed","UPI","2023-01-20","08:04:00","2023-01-20","08:28:57"
"27846","6365","Kimberly Sanchez","55542","Chicago","40.5405","-109.519","40.5274","-109.481","8.06","19.3","Completed","Wallet","2023-01-20","08:05:00","2023-01-20","08:29:10"
"27847","3871","Wesley Martinez","68599","New York","40.4868","-104.53","40.5052","-104.576","8.04","14.06","Completed","UPI","2023-01-20","08:06:00","2023-01-20","08:30:07"
"27848","3978","Evelyn James","20277","San Francisco","39.2613","-83.2785","39.2942","-83.2415","1.13","6.28","Completed","Card","2023-01-20","08:07:00","2023-01-20","08:10:23"
"27849","3970","Carl Michael","27062","Chicago","40.9437","-121.629","40.9088","-121.638","1.49","5.53","Completed","Card","2023-01-20","08:08:00","2023-01-20","08:12:28"
"27850","5908","Ashley Mosley","92365","Seattle","39.9562","-74.7174","39.9685","-74.7454","9.73","18.93","Completed","UPI","2023-01-20","08:09:00","2023-01-20","08:38:11"
"27851","2959","Brenda Hill","25806","Los Angeles","38.4202","-115.331","38.3957","-115.376","7.37","17.73","Completed","Cash","2023-01-20","08:10:00","2023-01-20","08:32:06"
"27852","6182","William Harrison","44408","San Francisco","37.3071","-94.4479","37.3377","-94.4027","11.78","20.03","Completed","Wallet","2023-01-20","08:11:00","2023-01-20","08:46:20"
"27853","1805","Dawn Smith","81695","Seattle","37.2986","-76.3255","37.2974","-76.3576","6.45","18.56","Completed","Wallet","2023-01-20","08:12:00","2023-01-20","08:31:21"
"27854","4100","Alexa Patterson","34317","Los Angeles","38.8702","-99.4222","38.9085","-99.4109","6.54","20.31","Completed","Wallet","2023-01-20","08:13:00","2023-01-20","08:32:37"
"27855","2575","James Pena","31228","Los Angeles","37.2474","-75.5648","37.2296","-75.5747","7.26","17.88","Completed","Card","2023-01-20","08:14:00","2023-01-20","08:35:46"
"27856","9791","Donald Allen","46750","San Francisco","37.8966","-104.154","37.898","-104.186","6.01","11.97","Completed","Cash","2023-01-20","08:15:00","2023-01-20","08:33:01"
"27857","3615","Margaret Bullock","92691","Los Angeles","37.6573","-106.136","37.6143","-106.112","7.31","11.8","Completed","UPI","2023-01-20","08:16:00","2023-01-20","08:37:55"
"27858","9803","David Carr","33076","Chicago","39.0268","-105.496","38.9884","-105.493","5.23","8.06","Completed","Cash","2023-01-20","08:17:00","2023-01-20","08:32:41"
"27859","6626","Jeffrey Murphy","52279","San Francisco","40.1525","-86.5966","40.1268","-86.547","8.93","18.39","Completed","Wallet","2023-01-20","08:18:00","2023-01-20","08:44:47"
"27860","9752","Pamela Moran","60750","San Francisco","37.4228","-80.1771","37.4648","-80.1886","9.4","24.89","Completed","Card","2023-01-20","08:19:00","2023-01-20","08:47:12"
"27861","1626","Michael Johns","50003","San Francisco","37.9383","-89.9603","37.9279","-89.9666","7.55","23.08","Completed","Cash","2023-01-20","08:20:00","2023-01-20","08:42:39"
"27862","7884","Hannah Goodman","99488","Boston","37.6029","-80.6221","37.5732","-80.5813","12.47","21.8","Completed","Wallet","2023-01-20","08:21:00","2023-01-20","08:58:24"
"27863","3811","Timothy Martin","25312","Boston","38.1205","-105.734","38.1685","-105.71","8.58","13.95","Cancelled","Wallet","2023-01-20","08:22:00","2023-01-20","08:47:44"
"27864","2610","Amy Drake","62705","San Francisco","40.2234","-92.6651","40.1947","-92.6574","7.45","16.94","Completed","Wallet","2023-01-20","08:23:00","2023-01-20","08:45:21"
"27865","9866","Nicole Nichols","57991","Seattle","40.6375","-118.851","40.6356","-118.874","6.66","10.44","Cancelled","Card","2023-01-20","08:24:00","2023-01-20","08:43:58"
"27866","1048","Jennifer Maldonado","82367","Chicago","39.4982","-121.871","39.5305","-121.868","9.35","18.34","Completed","UPI","2023-01-20","08:25:00","2023-01-20","08:53:03"
"27867","2386","Curtis Miller","55653","Los Angeles","40.4664","-117.377","40.4343","-117.361","6.17","11.12","Completed","Card","2023-01-20","08:26:00","2023-01-20","08:44:30"
"27868","2902","Jonathan Wright","87248","Chicago","38.703","-77.7968","38.7409","-77.7869","4.4","12.14","Completed","Card","2023-01-20","08:27:00","2023-01-20","08:40:12"
"27869","5722","Renee Torres","92228","Boston","38.366","-110.392","38.3953","-110.36","6.9","12.67","Cancelled","Wallet","2023-01-20","08:28:00","2023-01-20","08:48:42"
"27870","5372","Mindy Lee","20385","Los Angeles","38.7286","-109.824","38.7708","-109.871","8.33","24.09","Completed","Card","2023-01-20","08:29:00","2023-01-20","08:53:59"
"27871","4842","Kyle Hughes DDS","94774","Boston","37.4769","-89.8825","37.4816","-89.8498","7.88","13.64","Completed","UPI","2023-01-20","08:30:00","2023-01-20","08:53:38"
"27872","8069","Stephen Mccarthy","65227","Seattle","40.9239","-118.238","40.9237","-118.22","10.54","22.98","Completed","UPI","2023-01-20","08:31:00","2023-01-20","09:02:37"
"27873","5311","Melissa Williams","50027","Los Angeles","40.6351","-97.8275","40.6614","-97.7839","9.93","24.09","Completed","Cash","2023-01-20","08:32:00","2023-01-20","09:01:47"
"27874","9421","Denise Gordon","15580","San Francisco","37.8304","-104.944","37.8539","-104.965","9.14","15.94","Completed","Cash","2023-01-20","08:33:00","2023-01-20","09:00:25"
"27875","8806","Karen Allison","95410","San Francisco","40.4125","-88.6524","40.3917","-88.6527","6.56","17.71","Completed","Wallet","2023-01-20","08:34:00","2023-01-20","08:53:40"
"27876","7466","Joseph Wiggins","68785","San Francisco","38.111","-105.199","38.1473","-105.245","6.09","16.37","Completed","UPI","2023-01-20","08:35:00","2023-01-20","08:53:16"
"27877","8997","Tyler Ramirez","43550","Los Angeles","38.5763","-94.1629","38.5649","-94.1484","6.17","12","Cancelled","UPI","2023-01-20","08:36:00","2023-01-20","08:54:30"
"27878","7368","Isaac Robbins","24920","New York","38.4164","-74.5198","38.3994","-74.5323","8.64","20.57","Completed","Wallet","2023-01-20","08:37:00","2023-01-20","09:02:55"
"27879","2685","Patrick May","17014","San Francisco","39.7203","-73.2495","39.7611","-73.2481","8.46","16.03","Completed","Wallet","2023-01-20","08:38:00","2023-01-20","09:03:22"
"27880","9139","Sarah Gill","22050","Chicago","37.4768","-109.945","37.4569","-109.953","7.85","15.22","Completed","UPI","2023-01-20","08:39:00","2023-01-20","09:02:33"
"27881","6133","Jamie Taylor","43751","San Francisco","39.5534","-110.184","39.525","-110.138","11.24","21.81","Completed","Card","2023-01-20","08:40:00","2023-01-20","09:13:43"
"27882","9824","Erica Thornton","25038","Boston","40.0502","-97.2739","40.0903","-97.2249","6.41","15.49","Cancelled","Card","2023-01-20","08:41:00","2023-01-20","09:00:13"
"27883","3422","Timothy Johnson","61376","San Francisco","38.9426","-118.577","38.9501","-118.612","3.17","7.61","Completed","Wallet","2023-01-20","08:42:00","2023-01-20","08:51:30"
"27884","3750","Angela Buck","19973","San Francisco","39.4301","-74.6182","39.438","-74.6392","9.53","17.75","Cancelled","Wallet","2023-01-20","08:43:00","2023-01-20","09:11:35"
"27885","9524","Shelby Khan","10771","New York","39.7446","-109.961","39.7766","-110.002","3.78","11.99","Completed","Wallet","2023-01-20","08:44:00","2023-01-20","08:55:20"
"27886","7309","Heather Henderson","82848","New York","40.3409","-86.9455","40.3233","-86.946","11.65","32.11","Completed","Wallet","2023-01-20","08:45:00","2023-01-20","09:19:57"
"27887","9698","Tanner Anderson","25488","Boston","40.9519","-87.9242","40.9929","-87.9233","13.17","30.64","Cancelled","Card","2023-01-20","08:46:00","2023-01-20","09:25:30"
"27888","5212","Austin Newton","51548","Seattle","40.6817","-118.804","40.6384","-118.821","6.37","14.15","Completed","Wallet","2023-01-20","08:47:00","2023-01-20","09:06:06"
"27889","1942","Evan Daniels","27097","Chicago","37.8702","-103.735","37.855","-103.738","5.05","8.54","Cancelled","UPI","2023-01-20","08:48:00","2023-01-20","09:03:09"
"27890","9827","Christine Jones","52064","Chicago","37.4551","-97.89","37.4382","-97.8429","9.97","22.58","Completed","Card","2023-01-20","08:49:00","2023-01-20","09:18:54"
"27891","2462","Christian Sanchez","56292","Los Angeles","40.3968","-84.8793","40.4358","-84.8972","8.27","23.2","Cancelled","UPI","2023-01-20","08:50:00","2023-01-20","09:14:48"
"27892","8471","Nathan Smith","50030","New York","39.8604","-82.0109","39.8669","-81.9945","2.01","7.28","No-Show","Cash","2023-01-20","08:51:00","2023-01-20","08:57:01"
"27893","2991","Maria Henry","45938","Boston","37.5977","-82.3799","37.5846","-82.3689","11.59","28.77","Completed","Cash","2023-01-20","08:52:00","2023-01-20","09:26:46"
"27894","6390","Cameron Hernandez","37312","San Francisco","37.7562","-86.247","37.7347","-86.2809","7.53","13.76","Completed","Cash","2023-01-20","08:53:00","2023-01-20","09:15:35"
"27895","1112","Karen Ferrell","59199","Chicago","38.3482","-104.181","38.3516","-104.148","6.18","14.5","Completed","Wallet","2023-01-20","08:54:00","2023-01-20","09:12:32"
"27896","8183","Sarah Green","57279","Los Angeles","39.0989","-81.2091","39.1168","-81.2239","5.55","13.25","Completed","Wallet","2023-01-20","08:55:00","2023-01-20","09:11:39"
"27897","3263","Anthony Bryant","84126","Los Angeles","40.9417","-86.228","40.9053","-86.2542","6.15","9.78","Completed","Wallet","2023-01-20","08:56:00","2023-01-20","09:14:27"
"27898","9618","Adam Gentry","36668","San Francisco","38.2936","-106.744","38.2746","-106.728","9.21","16.55","Completed","Wallet","2023-01-20","08:57:00","2023-01-20","09:24:37"
"27899","6254","Alexander Simmons","32841","Los Angeles","37.7109","-101.491","37.7468","-101.451","5.48","12.43","Completed","Wallet","2023-01-20","08:58:00","2023-01-20","09:14:26"
"27900","3811","Timothy Martin","47029","New York","38.0389","-111.209","38.0199","-111.199","4.14","12.79","No-Show","Wallet","2023-01-20","08:59:00","2023-01-20","09:11:25"
"27901","1833","Matthew White","95506","Boston","39.7591","-120.661","39.7181","-120.646","6.91","11.72","Completed","Card","2023-01-20","09:00:00","2023-01-20","09:20:43"
"27902","8227","Bryan Mckee","97031","New York","38.3494","-116.832","38.3667","-116.849","6.03","12.85","Completed","Card","2023-01-20","09:01:00","2023-01-20","09:19:05"
"27903","9421","Denise Gordon","14976","Boston","40.6743","-115.918","40.7197","-115.941","2.01","8.11","Completed","Card","2023-01-20","09:02:00","2023-01-20","09:08:01"
"27904","5254","Eddie Russo","48359","Seattle","38.8627","-104.11","38.8667","-104.111","5.55","13.03","Completed","Card","2023-01-20","09:03:00","2023-01-20","09:19:39"
"27905","3518","Diane Hughes","47562","San Francisco","37.6122","-114.717","37.6168","-114.676","8.99","14.9","Completed","Card","2023-01-20","09:04:00","2023-01-20","09:30:58"
"27906","4667","Connie Potter","37232","New York","37.331","-86.6572","37.3761","-86.6089","5.29","15.2","Completed","UPI","2023-01-20","09:05:00","2023-01-20","09:20:52"
"27907","2041","Joseph Ochoa","74170","San Francisco","39.036","-86.7499","38.987","-86.7171","11.04","22.23","Completed","UPI","2023-01-20","09:06:00","2023-01-20","09:39:07"
"27908","6112","Christopher Booth","59968","Chicago","40.4346","-109.909","40.3879","-109.874","9.16","22.43","Completed","Cash","2023-01-20","09:07:00","2023-01-20","09:34:28"
"27909","1707","Victor Robinson","61135","Los Angeles","39.361","-107.77","39.3659","-107.721","4.16","6.88","Completed","UPI","2023-01-20","09:08:00","2023-01-20","09:20:28"
"27910","8458","Lisa Mills","84259","Seattle","39.2827","-106.11","39.3131","-106.086","8.8","19.18","Completed","Wallet","2023-01-20","09:09:00","2023-01-20","09:35:24"
"27911","2383","Richard Cobb","71404","Boston","39.5478","-104.912","39.5068","-104.91","7.26","14.6","Completed","Wallet","2023-01-20","09:10:00","2023-01-20","09:31:46"
"27912","2302","Allison Holmes","95844","Los Angeles","40.7953","-107.278","40.8018","-107.27","5.01","13.9","Completed","Card","2023-01-20","09:11:00","2023-01-20","09:26:01"
"27913","8118","Amber Jennings","51644","San Francisco","40.3765","-120.582","40.3915","-120.592","6.74","14.15","Completed","Cash","2023-01-20","09:12:00","2023-01-20","09:32:13"
"27914","9868","Kyle Simpson","45472","Los Angeles","39.8322","-108.475","39.8327","-108.435","4.67","14.25","Completed","Cash","2023-01-20","09:13:00","2023-01-20","09:27:00"
"27915","3564","Sharon Wall","35153","Boston","40.5667","-118.82","40.5657","-118.846","5.21","18.01","Completed","UPI","2023-01-20","09:14:00","2023-01-20","09:29:37"
"27916","2260","Mark Scott","78017","San Francisco","39.4739","-86.4409","39.4358","-86.4315","4.41","14.9","Completed","Cash","2023-01-20","09:15:00","2023-01-20","09:28:13"
"27917","4203","Eric Walker","37077","Boston","39.1707","-90.6063","39.1984","-90.5727","8.75","22.56","Completed","UPI","2023-01-20","09:16:00","2023-01-20","09:42:15"
"27918","1357","Mark Harmon","42536","Chicago","37.0785","-99.8338","37.1078","-99.7884","8.66","13.92","Completed","Card","2023-01-20","09:17:00","2023-01-20","09:42:58"
"27919","6404","Kenneth Richmond","78734","Boston","38.9116","-108.606","38.9035","-108.614","6.54","14.23","Completed","Wallet","2023-01-20","09:18:00","2023-01-20","09:37:37"
"27920","6412","Gary Forbes","55697","Los Angeles","37.1687","-85.7197","37.1544","-85.6712","6.36","19.02","Completed","Card","2023-01-20","09:19:00","2023-01-20","09:38:04"
"27921","4234","Cassandra Abbott","81670","New York","40.1433","-110.114","40.124","-110.095","4.58","9.63","Completed","Cash","2023-01-20","09:20:00","2023-01-20","09:33:44"
"27922","9083","Jennifer Bond","71181","San Francisco","37.0772","-118.306","37.1048","-118.266","7.9","15.78","Cancelled","Wallet","2023-01-20","09:21:00","2023-01-20","09:44:42"
"27923","1418","Brian Simmons","47290","Chicago","37.1623","-117.008","37.1951","-117.005","4.47","8.86","Completed","Wallet","2023-01-20","09:22:00","2023-01-20","09:35:24"
"27924","8906","Bruce Jimenez","97440","New York","37.1479","-111.775","37.1635","-111.809","7.87","20.12","Completed","Wallet","2023-01-20","09:23:00","2023-01-20","09:46:36"
"27925","6587","Bruce Guerrero","82100","New York","38.6275","-120.551","38.5811","-120.541","1.71","3.96","Completed","Wallet","2023-01-20","09:24:00","2023-01-20","09:29:07"
"27926","4955","Mathew Price","13662","New York","39.5125","-82.4864","39.5478","-82.4672","9.76","23.74","Completed","UPI","2023-01-20","09:25:00","2023-01-20","09:54:16"
"27927","2593","Jill Anderson","12329","San Francisco","40.6496","-98.641","40.6397","-98.6757","6.46","12.93","Completed","UPI","2023-01-20","09:26:00","2023-01-20","09:45:22"
"27928","5602","Chad Erickson","39080","San Francisco","38.8237","-117.732","38.8143","-117.694","10.31","22.83","Completed","Cash","2023-01-20","09:27:00","2023-01-20","09:57:55"
"27929","1244","Melissa Ramos","33966","New York","40.2703","-87.2438","40.3071","-87.2534","3.86","12.08","Completed","Cash","2023-01-20","09:28:00","2023-01-20","09:39:34"
"27930","5572","Bridget Spears","29357","Boston","39.0762","-74.2202","39.1082","-74.2234","10.06","23.34","Completed","Cash","2023-01-20","09:29:00","2023-01-20","09:59:10"
"27931","1614","Angela Logan","86144","Boston","37.7903","-107.295","37.7413","-107.247","8.87","19.95","Completed","Card","2023-01-20","09:30:00","2023-01-20","09:56:36"
"27932","1249","Monica Lawrence","83125","New York","40.5665","-77.8455","40.5589","-77.8775","3.97","10.93","Completed","Wallet","2023-01-20","09:31:00","2023-01-20","09:42:54"
"27933","7620","Andrew Spears","13707","Boston","40.0739","-82.3626","40.1168","-82.3617","6.27","18.97","Completed","UPI","2023-01-20","09:32:00","2023-01-20","09:50:48"
"27934","6869","Brandi Kemp","87396","New York","39.4547","-99.065","39.4795","-99.0261","8.01","16.86","Completed","Cash","2023-01-20","09:33:00","2023-01-20","09:57:01"
"27935","6971","Carmen Winters","62321","San Francisco","40.6227","-119.493","40.606","-119.49","8.82","18.44","Completed","UPI","2023-01-20","09:34:00","2023-01-20","10:00:27"
"27936","1510","Todd Jones","42667","Seattle","40.0404","-115.221","40.0105","-115.243","6.94","16.85","Completed","UPI","2023-01-20","09:35:00","2023-01-20","09:55:49"
"27937","6968","Sarah Perez","33923","Boston","37.6269","-82.9944","37.6745","-83.0415","7.91","12.69","Completed","Wallet","2023-01-20","09:36:00","2023-01-20","09:59:43"
"27938","5869","Tyler Stevens","41716","Chicago","37.5349","-81.3559","37.5676","-81.342","7.2","20.12","Completed","Cash","2023-01-20","09:37:00","2023-01-20","09:58:36"
"27939","8505","Dawn Henderson","30380","San Francisco","38.6224","-121.841","38.6583","-121.811","5.61","14.73","Completed","Cash","2023-01-20","09:38:00","2023-01-20","09:54:49"
"27940","8647","Veronica Moore","18151","Seattle","37.7183","-106.558","37.7088","-106.516","6.08","12.78","Completed","Wallet","2023-01-20","09:39:00","2023-01-20","09:57:14"
"27941","1073","Amber Sandoval","56096","New York","38.4869","-103.29","38.5054","-103.281","5.37","16.55","Completed","UPI","2023-01-20","09:40:00","2023-01-20","09:56:06"
"27942","3878","Madison Jones","15732","Chicago","37.7028","-92.375","37.6879","-92.4143","9.83","24.7","Completed","UPI","2023-01-20","09:41:00","2023-01-20","10:10:29"
